restaurant_code,restaurant_name_as_listed,year,rank,list_type,confidence,match_method,evidence_source,status
rest_0080,Per Se,2016,52,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 51-100 list, retrieved 2026-08-07",proposed
rest_0165,Hof van Cleve,2016,53,extended_51_100,medium,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 51-100 list, retrieved 2026-08-07",proposed
rest_0339,Martín Berasategui,2016,59,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 51-100 list, retrieved 2026-08-07",proposed
rest_0430,Maaemo,2016,61,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 51-100 list, retrieved 2026-08-07",proposed
rest_0186,Aqua,2016,63,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 51-100 list, retrieved 2026-08-07",proposed
rest_0140,Lasai,2016,64,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 51-100 list, retrieved 2026-08-07",proposed
rest_0532,Den,2016,77,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 51-100 list, retrieved 2026-08-07",proposed
rest_0324,Belcanto,2016,78,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 51-100 list, retrieved 2026-08-07",proposed
rest_0044,Diverxo,2016,79,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 51-100 list, retrieved 2026-08-07",proposed
rest_0764,Chef's Table at Brooklyn Fare,2016,81,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 51-100 list, retrieved 2026-08-07",proposed
rest_0492,Hajime,2016,82,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 51-100 list, retrieved 2026-08-07",proposed
rest_0308,Reale,2016,84,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 51-100 list, retrieved 2026-08-07",proposed
rest_0735,The French Laundry,2016,85,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 51-100 list, retrieved 2026-08-07",proposed
rest_0441,8 1/2 Otto e Mezzo Bombana,2016,86,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 51-100 list, retrieved 2026-08-07",proposed
rest_0176,Die Schwarzwaldstube,2016,88,extended_51_100,medium,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 51-100 list, retrieved 2026-08-07",proposed
rest_0737,Benu,2016,89,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 51-100 list, retrieved 2026-08-07",proposed
rest_0500,Quintessence,2016,92,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 51-100 list, retrieved 2026-08-07",proposed
rest_0508,L'Effervescence,2016,95,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 51-100 list, retrieved 2026-08-07",proposed
rest_0078,Osteria Francescana,2016,1,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0337,El Celler de Can Roca,2016,2,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0045,Eleven Madison Park,2016,3,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0356,Mugaritz,2016,7,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07; match note: Same venue (Errenteria, Gipuzkoa, near San Sebastian) across all years; press commonly labels it ""San Sebastian"".",proposed
rest_0310,Narisawa,2016,8,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0266,Steirereck,2016,9,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07; match note: Historical listings use the short form ""Steirereck""; catalogue carries the full official name ""Steirereck im Stadtpark"", same Vienna venue.",proposed
rest_0296,Asador Etxebarri,2016,10,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07; match note: Same venue (Axpe, municipality of Atxondo, Biscay) across all years; ""Axte""/""Atxondo"" are spelling/administrative variants of Axpe.",proposed
rest_0132,Quintonil,2016,12,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0134,Maido,2016,13,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0772,Alinea,2016,15,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0338,Azurmendi,2016,16,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0316,Piazza Duomo,2016,17,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0327,Arpège,2016,19,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0442,Amber,2016,20,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0335,Arzak,2016,21,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0298,Gaggan,2016,23,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0059,Le Bernardin,2016,24,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0133,Pujol,2016,25,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0746,Saison,2016,27,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0473,Geranium,2016,28,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0507,Nihonryori Ryugin,2016,31,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07; match note: Historical ""Nihonryori RyuGin"" is the full-form name for the same Tokyo venue the catalogue lists as ""RyuGin"".",proposed
rest_0193,Restaurant Tim Raue,2016,34,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0189,Vendôme,2016,35,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0138,Boragó,2016,36,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0037,De Librije,2016,38,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0315,Le Calandre,2016,39,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07; match note: Same venue (Rubano, Province of Padua) across all years; ""Padua"" is the metro-area label.",proposed
rest_0237,Schloss Schauenstein,2016,47,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0762,Blue Hill at Stone Barns,2016,48,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07; match note: Same venue at Stone Barns Center, Westchester County NY; press variably labels it New York/Tarrytown/Westchester/Pocantico Hills.",proposed
rest_0333,Quique Dacosta,2016,49,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0322,Septime,2016,50,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2016 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0507,Nihonryori RyuGin,2017,52,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 51-100 list, retrieved 2026-08-07; match note: Historical ""Nihonryori RyuGin"" is the full-form name for the same Tokyo venue the catalogue lists as ""RyuGin"".",proposed
rest_0331,Disfrutar,2017,55,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 51-100 list, retrieved 2026-08-07",proposed
rest_0441,8 1/2 Otto e Mezzo Bombana,2017,60,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 51-100 list, retrieved 2026-08-07",proposed
rest_0333,Quique Dacosta,2017,62,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 51-100 list, retrieved 2026-08-07",proposed
rest_0737,Benu,2017,67,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 51-100 list, retrieved 2026-08-07",proposed
rest_0735,The French Laundry,2017,68,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 51-100 list, retrieved 2026-08-07",proposed
rest_0424,Hisa Franko,2017,69,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 51-100 list, retrieved 2026-08-07",proposed
rest_0186,Aqua,2017,70,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 51-100 list, retrieved 2026-08-07",proposed
rest_0454,Lung King Heen,2017,71,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 51-100 list, retrieved 2026-08-07",proposed
rest_0237,Schloss Schauenstein,2017,72,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 51-100 list, retrieved 2026-08-07",proposed
rest_0140,Lasai,2017,76,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 51-100 list, retrieved 2026-08-07",proposed
rest_0339,Martín Berasategui,2017,77,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 51-100 list, retrieved 2026-08-07",proposed
rest_0430,Maaemo,2017,79,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 51-100 list, retrieved 2026-08-07",proposed
rest_0764,Chef's Table at Brooklyn Fare,2017,82,extended_51_100,medium,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 51-100 list, retrieved 2026-08-07",proposed
rest_0738,Atelier Crenn,2017,83,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 51-100 list, retrieved 2026-08-07",proposed
rest_0324,Belcanto,2017,85,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 51-100 list, retrieved 2026-08-07",proposed
rest_0125,Odette,2017,86,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 51-100 list, retrieved 2026-08-07",proposed
rest_0080,Per Se,2017,87,extended_51_100,medium,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 51-100 list, retrieved 2026-08-07",proposed
rest_0313,Mingles,2017,89,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 51-100 list, retrieved 2026-08-07",proposed
rest_0323,Kadeau,2017,94,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 51-100 list, retrieved 2026-08-07",proposed
rest_0319,Florilège,2017,99,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 51-100 list, retrieved 2026-08-07",proposed
rest_0045,Eleven Madison Park,2017,1,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0078,Osteria Francescana,2017,2,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0337,El Celler de Can Roca,2017,3,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0296,Asador Etxebarri,2017,6,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07; match note: Same venue (Axpe, municipality of Atxondo, Biscay) across all years; ""Axte""/""Atxondo"" are spelling/administrative variants of Axpe.",proposed
rest_0298,Gaggan,2017,7,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0134,Maido,2017,8,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0356,Mugaritz,2017,9,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07; match note: Same venue (Errenteria, Gipuzkoa, near San Sebastian) across all years; press commonly labels it ""San Sebastian"".",proposed
rest_0266,Steirereck,2017,10,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07; match note: Historical listings use the short form ""Steirereck""; catalogue carries the full official name ""Steirereck im Stadtpark"", same Vienna venue.",proposed
rest_0762,Blue Hill at Stone Barns,2017,11,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07; match note: Same venue at Stone Barns Center, Westchester County NY; press variably labels it New York/Tarrytown/Westchester/Pocantico Hills.",proposed
rest_0327,Arpège,2017,12,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0316,Piazza Duomo,2017,15,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0059,Le Bernardin,2017,17,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0310,Narisawa,2017,18,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0473,Geranium,2017,19,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0133,Pujol,2017,20,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0772,Alinea,2017,21,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0132,Quintonil,2017,22,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0442,Amber,2017,24,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0315,Le Calandre,2017,29,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07; match note: Same venue (Rubano, Province of Padua) across all years; ""Padua"" is the metro-area label.",proposed
rest_0335,Arzak,2017,30,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0037,De Librije,2017,34,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0322,Septime,2017,35,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0746,Saison,2017,37,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0338,Azurmendi,2017,38,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0138,Boragó,2017,42,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0308,Reale,2017,43,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0532,Den,2017,45,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0189,Vendôme,2017,47,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0193,Restaurant Tim Raue,2017,48,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0165,Hof Van Cleve,2017,50,top_50,medium,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2017 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0037,De Librije,2018,51,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 51-100 list, retrieved 2026-08-07",proposed
rest_0737,Benu,2018,53,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 51-100 list, retrieved 2026-08-07",proposed
rest_0311,Sühring,2018,54,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 51-100 list, retrieved 2026-08-07",proposed
rest_0136,Don Julio,2018,55,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 51-100 list, retrieved 2026-08-07",proposed
rest_0442,Amber,2018,56,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 51-100 list, retrieved 2026-08-07",proposed
rest_0319,Florilège,2018,59,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 51-100 list, retrieved 2026-08-07",proposed
rest_0165,Hof Van Cleve,2018,63,extended_51_100,medium,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 51-100 list, retrieved 2026-08-07",proposed
rest_0321,Frantzén,2018,65,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 51-100 list, retrieved 2026-08-07; match note: Same Stockholm venue under its 2013-era name ""Frantzén/Lindeberg"" (Björn Frantzén and Daniel Lindeberg's original partnership name); catalogue lists it under the current name ""Frantzén"".",proposed
rest_0189,Vendôme,2018,66,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 51-100 list, retrieved 2026-08-07",proposed
rest_0333,Quique Dacosta,2018,68,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 51-100 list, retrieved 2026-08-07",proposed
rest_0764,Chef's Table at Brooklyn Fare,2018,69,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 51-100 list, retrieved 2026-08-07",proposed
rest_0186,Aqua,2018,73,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 51-100 list, retrieved 2026-08-07",proposed
rest_0324,Belcanto,2018,75,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 51-100 list, retrieved 2026-08-07",proposed
rest_0339,Martin Berasategui,2018,76,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 51-100 list, retrieved 2026-08-07",proposed
rest_0312,Elkano,2018,77,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 51-100 list, retrieved 2026-08-07",proposed
rest_0313,Mingles,2018,78,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 51-100 list, retrieved 2026-08-07",proposed
rest_0454,Lung King Heen,2018,80,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 51-100 list, retrieved 2026-08-07",proposed
rest_0080,Per Se,2018,81,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 51-100 list, retrieved 2026-08-07",proposed
rest_0735,The French Laundry,2018,86,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 51-100 list, retrieved 2026-08-07",proposed
rest_0736,SingleThread,2018,91,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 51-100 list, retrieved 2026-08-07",proposed
rest_0508,L'Effervescence,2018,92,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 51-100 list, retrieved 2026-08-07",proposed
rest_0441,8 1/2 Otto e Mezzo Bombana,2018,93,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 51-100 list, retrieved 2026-08-07",proposed
rest_0317,Enigma,2018,95,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 51-100 list, retrieved 2026-08-07",proposed
rest_0044,Diverxo,2018,96,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 51-100 list, retrieved 2026-08-07",proposed
rest_0210,Atelie,2018,97,extended_51_100,medium,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 51-100 list, retrieved 2026-08-07",proposed
rest_0140,Lasai,2018,100,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 51-100 list, retrieved 2026-08-07",proposed
rest_0078,Osteria Francescana,2018,1,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0337,El Celler de Can Roca,2018,2,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0045,Eleven Madison Park,2018,4,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0298,Gaggan,2018,5,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0134,Maido,2018,7,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0327,Arpège,2018,8,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0356,Mugaritz,2018,9,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07; match note: Same venue (Errenteria, Gipuzkoa, near San Sebastian) across all years; press commonly labels it ""San Sebastian"".",proposed
rest_0296,Asador Etxebarri,2018,10,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07; match note: Same venue (Axpe, municipality of Atxondo, Biscay) across all years; ""Axte""/""Atxondo"" are spelling/administrative variants of Axpe.",proposed
rest_0132,Quintonil,2018,11,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0762,Blue Hill at Stone Barns,2018,12,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07; match note: Same venue at Stone Barns Center, Westchester County NY; press variably labels it New York/Tarrytown/Westchester/Pocantico Hills.",proposed
rest_0133,Pujol,2018,13,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0266,Steirereck,2018,14,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07; match note: Historical listings use the short form ""Steirereck""; catalogue carries the full official name ""Steirereck im Stadtpark"", same Vienna venue.",proposed
rest_0316,Piazza Duomo,2018,16,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0532,Den,2018,17,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0331,Disfrutar,2018,18,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0473,Geranium,2018,19,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0310,Narisawa,2018,22,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0315,Le Calandre,2018,23,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07; match note: Same venue (Rubano, Province of Padua) across all years; ""Padua"" is the metro-area label.",proposed
rest_0059,Le Bernardin,2018,26,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0138,Boragó,2018,27,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0125,Odette,2018,28,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0335,Arzak,2018,31,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0772,Alinea,2018,34,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0430,Maaemo,2018,35,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0308,Reale,2018,36,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0193,Restaurant Tim Raue,2018,37,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0322,Septime,2018,40,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0507,Nihonryori Ryugin,2018,41,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07; match note: Historical ""Nihonryori RyuGin"" is the full-form name for the same Tokyo venue the catalogue lists as ""RyuGin"".",proposed
rest_0338,Azurmendi,2018,43,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0746,Saison,2018,46,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2018 list (past-lists archive), retrieved 2026-08-07",proposed
